Pb-1,-0.78
Te-1,0
Pb-2,0
Te-2,-0.78
V_Pb_-2_1,1.65
V_Te_2_1,0.52
I_Pb_0_1,1.8
I_Pb_2_1,0.86
I_Te_0_1,2.91
I_Te_1_1,2.77
Pb_Te_0_1,1.18
Pb_Te_1_1,1.05
Te_Pb_0_1,2.36
Te_Pb_2_1,2.25
bg,0.194
